Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
11,115,1,,"January 11, 2017,  07:56 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Heller Amdt. No. 167),Motion to Waive All Applicable Budgetary Discipline Re: Heller Amdt. No. 167,"To establish a deficit-neutral reserve fund relating to strengthening Social Security and repealing Obamacare, which has increased health care costs, raised taxes on middle-class families, reduced access to high quality care, created disincentives for work, and caused tens of thousands of Americans to lose coverage they had and liked, and replacing it with patient-centered, step-by-step health reforms that provide access to quality, affordable private health care coverage for all American's and their families by increasing competition, State flexibility and individual choice, and safeguarding consumer protections that Americans support.","Motion Rejected (51-47, 3/5 majority required)",'3/5',51,0,0,1,0,45,0,1,0,2,0,0,51,47,0,2,
12,115,1,,"January 11, 2017,  08:17 PM",On the Motion (Motion to Waive the CBA Re: Baldwin Amdt. No. 81),Motion to Waive the CBA Re: Baldwin Amdt. No. 81,To create a point of order against legislation that makes young people sick again.,"Motion Rejected (48-50, 3/5 majority required)",'3/5',1,50,0,1,45,0,0,1,2,0,0,0,48,50,0,2,
13,115,1,,"January 11, 2017,  08:35 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Flake Amdt. No. 176),Motion to Waive All Applicable Budgetary Discipline Re: Flake Amdt. No. 176,"To establish a deficit-neutral reserve fund relating to enhancing health care and housing for veterans and their dependents by repealing Obamacare, facilitating medical facility leases, and prohibiting the Secretary of Veterans Affairs from employing individuals who have been convicted of a felony and medical personnel who have ever had their medical licenses or credentials revoked or suspended.","Motion Rejected (50-48, 3/5 majority required)",'3/5',50,1,0,1,0,45,0,1,0,2,0,0,50,48,0,2,
14,115,1,,"January 11, 2017,  08:56 PM",On the Motion (Motion to Waive the C.B.A. Re: Tester Amdt. No. 104),Motion to Waive the C.B.A. Re: Tester Amdt. No. 104,To create a point of order against legislation that would limit veterans' ability to choose VA health care.,"Motion Rejected (48-50, 3/5 majority required)",'3/5',1,50,0,1,45,0,0,1,2,0,0,0,48,50,0,2,
15,115,1,,"January 11, 2017,  09:17 PM",On the Motion (Motion to Waive the C.B.A. Re: Casey Amdt. No. 61),Motion to Waive the C.B.A. Re: Casey Amdt. No. 61,To create a point of order against legislation that would make people with disabilities and chronic conditions sick again.,"Motion Rejected (49-49, 3/5 majority required)",'3/5',2,49,0,1,45,0,0,1,2,0,0,0,49,49,0,2,
16,115,1,,"January 11, 2017,  09:44 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Barrasso Amdt. No. 181),Motion to Waive All Applicable Budgetary Discipline Re: Barrasso Amdt. No. 181,"To establish a deficit-neutral reserve fund relating to strengthening Social Security and repealing and replacing Obamacare, which has increased health care costs, raised taxes on middle-class families, reduced access to high quality care, created disincentives for work, and caused tens of thousands of Americans to lose coverage they had and liked, and replacing Obamacare with patient-centered step-by-step health reforms that provide access to quality, affordable private health care coverage for all Americans and their families by increasing competition, State flexibility, and individual choice, and safe-guarding consumer protections, such as a ban on lifetime limits, that Americans support.","Motion Rejected (47-51, 3/5 majority required)",'3/5',47,4,0,1,0,45,0,1,0,2,0,0,47,51,0,2,
17,115,1,,"January 11, 2017,  10:07 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 179),Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 179,"To establish a deficit-neutral reserve fund relating to reforming housing and Medicaid without prioritizing able-bodied adults over the disabled or raiding the Medicare Trust Funds to pay for new government programs, like Obamacare, which has failed Americans by increasing premiums and reducing affordable health care opportunities.","Motion Rejected (51-47, 3/5 majority required)",'3/5',51,0,0,1,0,45,0,1,0,2,0,0,51,47,0,2,
18,115,1,,"January 11, 2017,  10:26 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Menendez Amdt. No. 83),Motion to Waive All Applicable Budgetary Discipline Re: Menendez Amdt. No. 83,To create a point of order against legislation that would eliminate or reduce Federal funding to States under the Medicaid expansion.,"Motion Rejected (48-50, 3/5 majority required)",'3/5',1,50,0,1,45,0,0,1,2,0,0,0,48,50,0,2,
19,115,1,,"January 11, 2017,  10:45 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Alexander Amdt. No. 174),Motion to Waive All Applicable Budgetary Discipline Re: Alexander Amdt. No. 174,"To strengthen Social Security and Medicare without raiding them to pay for new government programs, like Obamacare, that have failed Americans by increasing premiums and reducing affordable health care options, to reform Medicaid without prioritizing able-bodied adults over the disabled, and to ensure that any importation does not increase risk to public health according to the Secretary of Health and Human Services.","Motion Rejected (49-49, 3/5 majority required)",'3/5',49,2,0,1,0,45,0,1,0,2,0,0,49,49,0,2,
20,115,1,,"January 11, 2017,  11:06 PM",On the Amendment S.Amdt. 178 to S.Con.Res. 3 (No short title on file),Klobuchar Amdt. No. 178,To establish a deficit-neutral reserve fund relating to lower prescription drug prices for Americans by importing drugs from Canada.,Amendment Rejected (46-52),'1/2',12,39,0,1,32,13,0,1,2,0,0,0,46,52,0,2,
21,115,1,,"January 11, 2017,  11:26 PM",On the Motion (Motion to Waive the C.B.A. Re: Wyden Amdt. No. 188),Motion to Waive the C.B.A. Re: Wyden Amdt. No. 188,To create a point of order against legislation that does not lower drug prices.,"Motion Rejected (47-51, 3/5 majority required)",'3/5',0,51,0,1,45,0,0,1,2,0,0,0,47,51,0,2,
22,115,1,,"January 11, 2017,  11:56 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Fischer Amdt. No. 184),Motion to Waive All Applicable Budgetary Discipline Re: Fischer Amdt. No. 184,"To establish a deficit-neutral reserve fund relating to strengthening Social Security or health care for women, which may include strengthening community health centers, and repealing and replacing Obamacare.","Motion Rejected (52-46, 3/5 majority required)",'3/5',51,0,0,1,1,44,0,1,0,2,0,0,52,46,0,2,
23,115,1,,"January 12, 2017,  12:14 AM",On the Motion (Motion to Waive the C.B.A. Re: Gillibrand Amdt. No. 82),Motion to Waive the C.B.A. Re: Gillibrand Amdt. No. 82,To create a point of order against legislation that makes women sick again.,"Motion Rejected (49-49, 3/5 majority required)",'3/5',2,49,0,1,45,0,0,1,2,0,0,0,49,49,0,2,
24,115,1,,"January 12, 2017,  12:31 AM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 180),Motion to Waive All Applicable Budgetary Discipline Re: Hatch Amdt. No. 180,"To establish a deficit-neutral reserve fund relating to strengthening Social Security and repealing and replacing Obamacare, which has increased health care costs, raised taxes on middle-class families, reduced access to high quality care, created disincentives for work, and caused tens of thousands of Americans to lose coverage they had and liked, and replacing it with reforms that strengthen Medicaid, and the Children¿s Health Insurance Program without prioritizing able-bodied adults over the disabled or children and lead to patient-centered step-by-step health reforms that provide access to quality, affordable private health care coverage for all Americans and their families by increasing competition, State flexibility, and individual choice, and safe-guarding consumer protections that Americans support.","Motion Rejected (51-47, 3/5 majority required)",'3/5',51,0,0,1,0,45,0,1,0,2,0,0,51,47,0,2,
25,115,1,,"January 12, 2017,  12:48 AM",On the Motion (Motion to Waive the C.B.A. Re: Brown Amdt. No. 86),Motion to Waive the C.B.A. Re: Brown Amdt. No. 86,"To create a point of order against legislation that would undermine the historic coverage gains the United States has made in children's health, which have resulted in the lowest uninsured rate for children in the Nation's history.","Motion Rejected (49-49, 3/5 majority required)",'3/5',2,49,0,1,45,0,0,1,2,0,0,0,49,49,0,2,
26,115,1,S.Con.Res. 3,"January 12, 2017,  01:05 AM",On the Concurrent Resolution S.Con.Res. 3,S. Con. Res. 3,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.,Concurrent Resolution Agreed to (51-48),'1/2',51,1,0,0,0,45,0,1,0,2,0,0,51,48,0,1,
27,115,1,S. 84,"January 12, 2017,  02:47 PM",On Passage of the Bill S. 84,S. 84,A bill to provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,"Bill Passed (81-17, 3/5 majority required)",'3/5',50,0,0,2,30,16,0,0,1,1,0,0,81,17,0,2,
28,115,1,H.R. 72,"January 17, 2017,  04:43 PM",On Passage of the Bill H.R. 72,H.R. 72,A bill to ensure the Government Accountability Office has adequate access to information.,Bill Passed (99-0),'1/2',51,0,0,1,46,0,0,0,2,0,0,0,99,0,0,1,
29,115,1,PN29,"January 20, 2017,  04:55 PM",On the Nomination PN29,"Confirmation James N. Mattis, of Washington, to be Secretary of Defense","James Mattis, of Washington, to be Secretary of Defense",Nomination Confirmed (98-1),'1/2',51,0,0,1,45,1,0,0,2,0,0,0,98,1,0,1,
30,115,1,PN40,"January 20, 2017,  05:57 PM",On the Nomination PN40,"Confirmation John F. Kelly, of Virginia, to be Secretary of Homeland Security","John F. Kelly, of Virginia, to be Secretary of Homeland Security",Nomination Confirmed (88-11),'1/2',51,0,0,1,35,11,0,0,2,0,0,0,88,11,0,1,
31,115,1,PN43,"January 20, 2017,  06:16 PM",On the Motion to Proceed PN43,"Motion to Proceed to Mike Pompeo, of Kansas, to be Director of the Central Intelligence Agency","Mike Pompeo, of Kansas, to be Director of the Central Intelligence Agency",Motion to Proceed Agreed to (89-8),'1/2',50,0,0,2,38,7,0,1,1,1,0,0,89,8,0,3,
32,115,1,PN43,"January 23, 2017,  07:01 PM",On the Nomination PN43,"Confirmation Mike Pompeo, of Kansas, to be Director of the Central Intelligence Agency","Mike Pompeo, of Kansas, to be Director of the Central Intelligence Agency",Nomination Confirmed (66-32),'1/2',51,1,0,0,14,30,0,2,1,1,0,0,66,32,0,2,
33,115,1,PN50,"January 24, 2017,  05:31 PM",On the Nomination PN51 and PN50,"Confirmation Nikki R. Haley, of South Carolina, to be Representative of the United States of America to the United Nations, in the Security Council and to the Sessions of the General Assembly","Nikki R. Haley, of South Carolina, to be Representative of the United States of America to the Sessions of the General Assembly of the United Nations during her tenure of service as Representative of the United States of America to the United Nations; and Nikki R. Haley, of South Carolina, to be the Representative of the United States of America to the United Nations, with the rank and status of Ambassador, and the Representative of the United States of America in the Security Council of the United Nations",Nomination Confirmed (96-4),'1/2',52,0,0,0,43,3,0,0,1,1,0,0,96,4,0,0,
34,115,1,PN25,"January 30, 2017,  05:25 PM",On the Cloture Motion PN25,"Motion to Invoke Cloture on the Nomination of Rex W. Tillerson, of Texas, to be Secretary of State","Rex W. Tillerson, of Texas, to be Secretary of State",Cloture Motion Agreed to (56-43),'1/2',52,0,0,0,3,42,0,1,1,1,0,0,56,43,0,1,
35,115,1,PN35,"January 31, 2017,  12:33 PM",On the Nomination PN35,"Confirmation Elaine L. Chao, of Kentucky, to be Secretary of Transportation","Elaine L. Chao, of Kentucky, to be Secretary of Transportation",Nomination Confirmed (93-6),'1/2',51,0,0,1,41,5,0,0,1,1,0,0,93,6,1,0,
36,115,1,PN25,"February 1, 2017,  02:31 PM",On the Nomination PN25,"Confirmation Rex W. Tillerson, of Texas, to be Secretary of State","Rex W. Tillerson, of Texas, to be Secretary of State",Nomination Confirmed (56-43),'1/2',52,0,0,0,3,42,0,1,1,1,0,0,56,43,0,1,
37,115,1,PN25,"February 1, 2017,  02:59 PM",On the Motion to Table PN25,Motion to Table the Motion to Reconsider the Vote on Confirmation of Rex W. Tillerson,"Rex W. Tillerson, of Texas, to be Secretary of State",Motion to Table Agreed to (55-43),'1/2',51,0,0,1,3,42,0,1,1,1,0,0,55,43,0,2,
38,115,1,PN25,"February 1, 2017,  03:24 PM",On the Motion to Proceed PN25,Motion to Proceed to Legislative Session,"Rex W. Tillerson, of Texas, to be Secretary of State",Motion to Proceed Agreed to (53-44),'1/2',50,0,0,2,2,43,0,1,1,1,0,0,53,44,0,3,
39,115,1,PN25,"February 1, 2017,  03:47 PM",On the Motion (Shall the Journal Stand Approved to Date?),Shall the Journal Stand Approved to Date?,"Rex W. Tillerson, of Texas, to be Secretary of State",Motion Agreed to (54-44),'1/2',51,0,0,1,2,43,0,1,1,1,0,0,54,44,0,2,
40,115,1,PN37,"February 1, 2017,  04:12 PM",On the Motion to Proceed PN37,Motion to Proceed to Executive Session to Consider Elisabeth DeVos to be Secretary of Education,"Elisabeth Prince DeVos, of Michigan, to be Secretary of Education",Motion to Proceed Agreed to (52-47),'1/2',52,0,0,0,0,45,0,1,0,2,0,0,52,47,0,1,
41,115,1,PN37,"February 1, 2017,  05:53 PM",On the Motion to Proceed PN37,Motion to Proceed to Legislative Session,"Elisabeth Prince DeVos, of Michigan, to be Secretary of Education",Motion to Proceed Agreed to (55-42),'1/2',51,0,0,1,4,40,0,2,0,2,0,0,55,42,0,3,
42,115,1,H.J.Res. 38,"February 1, 2017,  06:24 PM",On the Motion to Proceed H.J.Res. 38,Motion to Proceed to H.J. Res. 38,A joint resolution disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule.,Motion to Proceed Agreed to (56-42),'1/2',52,0,0,0,4,40,0,2,0,2,0,0,56,42,0,2,
43,115,1,H.J.Res. 38,"February 2, 2017,  02:37 PM",On the Joint Resolution H.J.Res. 38,H.J.Res. 38,A joint resolution disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule.,Joint Resolution Passed (54-45),'1/2',50,1,0,1,4,42,0,0,0,2,0,0,54,45,0,1,
44,115,1,PN30,"February 2, 2017,  03:06 PM",On the Motion to Proceed PN30,Motion to Proceed to Executive Session to consider the Nomination of Jeff Sessions to be Attorney General,"Jeff Sessions, of Alabama, to be Attorney General",Motion to Proceed Agreed to (53-45),'1/2',51,0,0,1,2,43,0,1,0,2,0,0,53,45,0,2,
45,115,1,PN30,"February 2, 2017,  03:27 PM",On the Motion to Proceed PN30,Motion to Proceed to Legislative Session,"Jeff Sessions, of Alabama, to be Attorney General",Motion to Proceed Agreed to (51-47),'1/2',50,0,0,2,0,46,0,0,1,1,0,0,51,47,0,2,
46,115,1,PN33,"February 2, 2017,  03:46 PM",On the Motion to Proceed PN33,Motion to Proceed to Executive Session to Consider the Nomination of Thomas Price to be Secretary of Health and Human Services,"Thomas Price, of Georgia, to be Secretary of Health and Human Services",Motion to Proceed Agreed to (51-48),'1/2',51,0,0,1,0,46,0,0,0,2,0,0,51,48,0,1,
47,115,1,PN33,"February 2, 2017,  04:08 PM",On the Motion to Proceed PN33,Motion to Proceed to Legislative Session,"Thomas Price, of Georgia, to be Secretary of Health and Human Services",Motion to Proceed Agreed to (52-47),'1/2',51,0,0,1,0,46,0,0,1,1,0,0,52,47,0,1,
48,115,1,PN26,"February 2, 2017,  04:32 PM",On the Motion to Proceed PN26,Motion to Proceed to Executive Session to Consider the Nomination of Steven Mnuchin to be Secretary of the Treasury,"Steven T. Mnuchin, of California, to be Secretary of the Treasury",Motion to Proceed Agreed to (51-48),'1/2',51,0,0,1,0,46,0,0,0,2,0,0,51,48,0,1,
49,115,1,PN26,"February 2, 2017,  04:53 PM",On the Motion to Proceed PN26,Motion to Proceed to Legislative Session,"Steven T. Mnuchin, of California, to be Secretary of the Treasury",Motion to Proceed Agreed to (52-48),'1/2',52,0,0,0,0,46,0,0,0,2,0,0,52,48,0,0,
50,115,1,H.J.Res. 41,"February 2, 2017,  05:13 PM",On the Motion to Proceed H.J.Res. 41,Motion to Proceed to H.J. Res. 41,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Securities and Exchange Commission relating to ""Disclosure of Payments by Resource Extraction Issuers"".",Motion to Proceed Agreed to (52-48),'1/2',52,0,0,0,0,46,0,0,0,2,0,0,52,48,0,0,
51,115,1,H.J.Res. 41,"February 3, 2017,  06:34 AM",On the Joint Resolution H.J.Res. 41,H.J.Res. 41,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Securities and Exchange Commission relating to ""Disclosure of Payments by Resource Extraction Issuers"".",Joint Resolution Passed (52-47),'1/2',52,0,0,0,0,45,0,1,0,2,0,0,52,47,0,1,
52,115,1,PN37,"February 3, 2017,  06:56 AM",On the Cloture Motion PN37,Motion to Invoke Cloture on the Nomination of Elisabeth DeVos to be Secretary of Education,"Elisabeth Prince DeVos, of Michigan, to be Secretary of Education",Cloture Motion Agreed to (52-48),'1/2',52,0,0,0,0,46,0,0,0,2,0,0,52,48,0,0,
53,115,1,PN37,"February 6, 2017,  06:04 PM",On the Motion for Attendance PN37,Motion to Instruct the Sgt-At-Arms to Request the Attendance of Absentee Senators,"Elisabeth Prince DeVos, of Michigan, to be Secretary of Education",Motion for Attendance Agreed to (91-4),'1/2',44,4,0,4,45,0,0,1,2,0,0,0,91,4,0,5,
54,115,1,PN37,"February 7, 2017,  12:02 PM",On the Nomination PN37,"Confirmation Elisabeth Prince DeVos, of Michigan, to be Secretary of Education","Elisabeth Prince DeVos, of Michigan, to be Secretary of Education","Nomination Confirmed (50-50, Vice President voted Yea)",'1/2',50,2,0,0,0,46,0,0,0,2,0,0,50,50,0,0,Yea
55,115,1,PN30,"February 7, 2017,  12:31 PM",On the Cloture Motion PN30,"Motion to Invoke Cloture on the Nomination of Jeff Sessions, of Alabama, to be Attorney General","Jeff Sessions, of Alabama, to be Attorney General",Cloture Motion Agreed to (52-47),'1/2',51,0,0,1,1,45,0,0,0,2,0,0,52,47,1,0,
56,115,1,PN30,"February 7, 2017,  08:01 PM",On the Motion for Attendance PN30,Motion to Instruct the Sgt-At-Arms to Request the Attendance of Absentee Senators,"Jeff Sessions, of Alabama, to be Attorney General",Motion for Attendance Agreed to (88-3),'1/2',46,3,0,3,41,0,0,5,1,0,0,1,88,3,0,9,
57,115,1,PN30,"February 7, 2017,  08:43 PM",On the Decision of the Chair PN30,Shall the Decision of the Chair Stand as the Judgment of the Senate?,"Jeff Sessions, of Alabama, to be Attorney General",Decision of Chair Sustained (49-43),'1/2',49,0,0,3,0,42,0,4,0,1,0,1,49,43,0,8,
58,115,1,PN30,"February 7, 2017,  09:06 PM",On the Motion (Shall the Senator be Permitted to Proceed in Order?),Shall the Senator be Permitted to Proceed in Order?,"Jeff Sessions, of Alabama, to be Attorney General",Motion Rejected (43-50),'1/2',0,50,0,2,42,0,0,4,1,0,0,1,43,50,0,7,
59,115,1,PN30,"February 8, 2017,  06:58 PM",On the Nomination PN30,"Confirmation Jeff Sessions, of Alabama, to be Attorney General","Jeff Sessions, of Alabama, to be Attorney General",Nomination Confirmed (52-47),'1/2',51,0,0,1,1,45,0,0,0,2,0,0,52,47,1,0,
60,115,1,PN33,"February 8, 2017,  07:25 PM",On the Cloture Motion PN33,Motion to Invoke Cloture Re: Nomination of Tom Price to be Secretary of Health and Human Services,"Thomas Price, of Georgia, to be Secretary of Health and Human Services",Cloture Motion Agreed to (51-48),'1/2',51,0,0,1,0,46,0,0,0,2,0,0,51,48,0,1,
61,115,1,PN33,"February 10, 2017,  01:46 AM",On the Nomination PN33,"Confirmation Thomas Price, of Georgia, to be Secretary of Health and Human Services","Thomas Price, of Georgia, to be Secretary of Health and Human Services",Nomination Confirmed (52-47),'1/2',52,0,0,0,0,45,0,1,0,2,0,0,52,47,0,1,
62,115,1,PN26,"February 10, 2017,  02:17 AM",On the Cloture Motion PN26,"Motion to Invoke Cloture on the Nomination of Steven T. Mnuchin, of California, to be Secretary of the Treasury","Steven T. Mnuchin, of California, to be Secretary of the Treasury",Cloture Motion Agreed to (53-46),'1/2',52,0,0,0,1,44,0,1,0,2,0,0,53,46,0,1,
63,115,1,PN26,"February 13, 2017,  07:04 PM",On the Nomination PN26,"Confirmation Steven T. Mnuchin, of California, to be Secretary of the Treasury","Steven T. Mnuchin, of California, to be Secretary of the Treasury",Nomination Confirmed (53-47),'1/2',52,0,0,0,1,45,0,0,0,2,0,0,53,47,0,0,
64,115,1,PN39,"February 13, 2017,  07:39 PM",On the Nomination PN39,"Confirmation David J. Shulkin, of Pennsylvania, to be Secretary of Veterans Affairs","David J. Shulkin, of Pennsylvania, to be Secretary of Veterans Affairs",Nomination Confirmed (100-0),'1/2',52,0,0,0,46,0,0,0,2,0,0,0,100,0,0,0,
65,115,1,PN48,"February 14, 2017,  11:01 AM",On the Nomination PN48,"Confirmation Linda E. McMahon, of Connecticut, to be Administrator of the Small Business Administration","Linda E. McMahon, of Connecticut, to be Administrator of the Small Business Administration",Nomination Confirmed (81-19),'1/2',52,0,0,0,28,18,0,0,1,1,0,0,81,19,0,0,
66,115,1,H.J.Res. 40,"February 15, 2017,  10:31 AM",On the Joint Resolution H.J.Res. 40,H.J.Res. 40,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Social Security Administration relating to Implementation of the NICS Improvement Amendments Act of 2007.",Joint Resolution Passed (57-43),'1/2',52,0,0,0,4,42,0,0,1,1,0,0,57,43,0,0,
67,115,1,PN54,"February 15, 2017,  11:04 AM",On the Cloture Motion PN54,Motion to Invoke Cloture: Mick Mulvaney to be Director of the Office of Management and Budget,"Mick Mulvaney, of South Carolina, to be Director of the Office of Management and Budget",Cloture Motion Agreed to (52-48),'1/2',52,0,0,0,0,46,0,0,0,2,0,0,52,48,0,0,
68,115,1,PN54,"February 16, 2017,  10:42 AM",On the Nomination PN54,"Confirmation Mick Mulvaney, of South Carolina, to be Director of the Office of Management and Budget","Mick Mulvaney, of South Carolina, to be Director of the Office of Management and Budget",Nomination Confirmed (51-49),'1/2',51,1,0,0,0,46,0,0,0,2,0,0,51,49,0,0,
69,115,1,PN44,"February 16, 2017,  11:16 AM",On the Cloture Motion PN44,"Motion to Invoke Cloture re: Nomination of Scott Pruitt, of Oklahoma, to be Administrator of the Environmental Protection Agency","Scott Pruitt, of Oklahoma, to be Administrator of the Environmental Protection Agency",Cloture Motion Agreed to (54-46),'1/2',52,0,0,0,2,44,0,0,0,2,0,0,54,46,0,0,
70,115,1,PN44,"February 17, 2017,  12:35 PM",On the Motion (Motion to Extend Debate Re: Pruitt Nomination),Motion to Extend Debate Re: Pruitt Nomination,"Scott Pruitt, of Oklahoma, to be Administrator of the Environmental Protection Agency","Motion Rejected (47-51, 3/5 majority required)",'3/5',0,51,0,1,45,0,0,1,2,0,0,0,47,51,0,2,
71,115,1,PN44,"February 17, 2017,  01:03 PM",On the Nomination PN44,"Confirmation Scott Pruitt, of Oklahoma, to be Administrator of the Environmental Protection Agency","Scott Pruitt, of Oklahoma, to be Administrator of the Environmental Protection Agency",Nomination Confirmed (52-46),'1/2',50,1,0,1,2,43,0,1,0,2,0,0,52,46,0,2,
72,115,1,PN32,"February 17, 2017,  01:17 PM",On the Cloture Motion PN32,"Motion to Invoke Cloture on Wilbur L. Ross, Jr., of Florida, to be Secretary of Commerce","Wilbur L. Ross, Jr., of Florida, to be Secretary of Commerce",Cloture Motion Agreed to (66-31),'1/2',50,0,0,2,15,30,0,1,1,1,0,0,66,31,0,3,
73,115,1,PN32,"February 27, 2017,  07:01 PM",On the Nomination PN32,"Confirmation Wilbur L. Ross, Jr., of Florida, to be Secretary of Commerce","Wilbur L. Ross, Jr., of Florida, to be Secretary of Commerce",Nomination Confirmed (72-27),'1/2',51,0,0,1,20,26,0,0,1,1,0,0,72,27,0,1,
